151001022,41.4926152,0.878155177,0.675979387,0.939703665,0.959940061,0.984864746,4.830832719,,40.1226259
151021022,45.35986863,0.897720752,0.828702799,0.967663524,0.973106071,0.987717886,4.848027939,,
151041022,39.72484669,0.848014672,0.702155047,0.936601157,0.951320837,0.985510145,4.828476517,,
151061022,37.85537115,0.884730184,0.859029958,0.925999179,0.95875577,0.985063788,4.692144429,,
151081022,35.70052032,0.878508656,0.748081592,0.893647702,0.935918153,0.984238535,4.810812899,,
152001022,41.54773601,0.903970287,0.724309769,0.937364884,0.956733911,0.985235946,4.805048882,,
152021022,45.50598661,0.846173086,0.770160908,0.966546801,0.97083838,0.988541263,4.83604736,,
152041022,41.47354377,0.885655722,0.750981007,0.949129083,0.959940315,0.986291803,4.776461855,,
152061022,38.84787111,0.889500272,0.861991218,0.936712647,0.962420784,0.98620156,4.724111552,,
152081022,35.60266475,0.882202522,0.763853186,0.89024258,0.930289995,0.982870359,4.796107469,,
153001022,41.2928081,0.912451461,0.653664218,0.944365471,0.95895467,0.985092163,4.844888989,,
153021022,45.2626982,0.847908148,0.755153352,0.963429044,0.969736092,0.987932587,4.833862943,,
153041022,39.63764551,0.849967146,0.708349312,0.93182567,0.94151007,0.986510698,4.817014233,,
153061022,38.44505834,0.89058215,0.852003044,0.938863328,0.958879975,0.985297638,4.736835091,,
153081022,35.01360767,0.861961741,0.743731819,0.875733418,0.91810699,0.98326179,4.82004229,,
154001022,41.42181022,0.900017108,0.736245505,0.942352616,0.958157984,0.985927435,4.801447251,,
154021022,45.43800106,0.843618594,0.774924358,0.964055103,0.969898684,0.987275717,4.823108616,,
154041022,40.48785046,0.883051689,0.776392922,0.941970138,0.954644454,0.985922925,4.773159654,,
154061022,38.7461292,0.889185444,0.862431283,0.952788611,0.966098531,0.985299067,4.734723031,,
154081022,35.21391974,0.859199573,0.740700391,0.870696806,0.918666398,0.982488406,4.767020144,,
155001022,41.79648585,0.792902122,0.539171554,0.954465315,0.961172382,0.985699196,4.906136911,,
155021022,44.17409102,0.869709624,0.824584543,0.968210571,0.973828258,0.988531346,4.828641729,,
155041022,40.73508387,0.838882502,0.726690184,0.946046117,0.959741767,0.986376215,4.819804145,,
155061022,35.58969221,0.96744761,0.981683784,0.937761453,0.962764139,0.986071752,4.567573009,,
155081022,33.76334186,0.866417606,0.689431666,0.892454049,0.914188699,0.984109541,4.739184999,,
121001022,40.88094628,0.935218583,0.734737089,0.940129471,0.952093035,0.984376065,4.819631754,,
121021022,45.38449305,0.921612288,0.84303155,0.962415574,0.965485372,0.988267009,4.828173579,,
121041022,40.19092836,0.926482063,0.774183672,0.957346044,0.962146765,0.988454918,4.779496675,,
121061022,38.29798061,0.954494263,0.927820136,0.941166222,0.968022804,0.986285488,4.679987103,,
121081022,35.6621417,0.912228524,0.774667514,0.909989827,0.937491793,0.985791897,4.747901124,,
122001022,40.79965287,0.941301435,0.745064288,0.942914115,0.953120151,0.986554606,4.821514609,,
122021022,45.26735691,0.921170046,0.848267301,0.966535139,0.966171318,0.988484747,4.847605786,,
122041022,41.41281799,0.921261581,0.797811372,0.952610061,0.958032352,0.988294872,4.797583502,,
122061022,38.9494659,0.951899423,0.925461188,0.946397321,0.96354576,0.987102167,4.699953482,,
122081022,35.44830459,0.92404853,0.817696899,0.899762865,0.937544337,0.984770722,4.751253871,,
123001022,40.81520333,0.937558254,0.729538763,0.93881612,0.950987802,0.985019751,4.82189591,,
123021022,45.45037633,0.923067685,0.824654418,0.964288589,0.966143957,0.988803131,4.831576507,,
123041022,40.39640463,0.934518475,0.786704143,0.958982847,0.964692931,0.987590542,4.774171001,,
123061022,38.80007675,0.949475423,0.913207574,0.954774474,0.969122377,0.984785343,4.678050422,,
123081022,35.19647463,0.912003328,0.801591081,0.90382382,0.934283727,0.983306809,4.756052759,,
124001022,40.94185566,0.947255859,0.799348497,0.936691873,0.94908985,0.984333253,4.806489169,,
124021022,45.31694725,0.924570123,0.853976698,0.965911321,0.967003768,0.988373386,4.837951844,,
124041022,41.13355116,0.935776283,0.816938605,0.950209932,0.957334228,0.988590266,4.781713213,,
124061022,38.82858385,0.952700335,0.928589486,0.950327883,0.965256569,0.986423965,4.69091979,,
124081022,35.45985892,0.915879587,0.806480402,0.909175555,0.937003523,0.984672621,4.77420593,,
125001022,41.0061404,0.93306227,0.7053569,0.950305716,0.95925209,0.985916639,4.824030396,,
125021022,46.16985972,0.920767491,0.855606267,0.96725478,0.97449192,0.989215438,4.823255372,,
125041022,41.67315072,0.929102512,0.780948354,0.958048585,0.963722406,0.987709382,4.790507618,,
125061022,38.29972563,0.955352287,0.948367187,0.94238343,0.96458986,0.986306751,4.591516856,,
125081022,35.15060508,0.885796071,0.713614784,0.90860586,0.937897663,0.984371573,4.785754566,,
131001022,40.66684396,0.922461399,0.733197592,0.934112372,0.950692295,0.986235569,4.806251758,,
