351001023,43.7126151,0.84085082,0.985853065,0.985917739,0.985200989,0.99193671,4.775869494,,,
351021023,44.99978879,0.85538801,0.992119871,0.987030384,0.986125952,0.991642641,4.790788536,,,
351041023,43.21699286,0.874008327,0.977801525,0.985792943,0.984820378,0.993916018,4.755444267,,,
351061023,37.00712796,0.970153183,0.99367652,0.976912354,0.977877957,0.98956522,4.573881619,,,
351081023,38.88514586,0.898198488,0.978342652,0.982584604,0.982286743,0.990918173,4.673511419,,,
352001023,44.4517837,0.861600372,0.987116069,0.98664339,0.986563491,0.992669002,4.786426036,,,
352021023,44.43074838,0.945642862,0.982088946,0.986618938,0.985466515,0.991102443,4.772308773,,,
352041023,42.42480871,0.867730608,0.977262465,0.986550781,0.985028229,0.991428307,4.737735179,,,
352061023,38.71511035,0.983910022,0.996687594,0.982553763,0.980570465,0.990250533,4.643975442,,,
352081023,38.39468268,0.923795073,0.986267939,0.981375649,0.982156821,0.991997296,4.675447642,,,
353001023,44.15434682,0.84107671,0.985591923,0.98655886,0.985653898,0.993073334,4.786251401,,,
353021023,45.26859093,0.954364258,0.981647066,0.98659651,0.986468698,0.991639031,4.784686784,,,
353041023,44.10880396,0.958076357,0.984002194,0.98595682,0.984324344,0.992744383,4.763013364,,,
353061023,39.6259826,0.990011301,0.997492593,0.982606895,0.982204673,0.991333795,4.613016606,,,
353081023,37.80851154,0.908808772,0.983169955,0.979965533,0.980959519,0.993283709,4.656384819,,,
354001023,44.48505054,0.850989364,0.987197167,0.987040657,0.985959384,0.993056706,4.789107586,,,
354021023,44.43206777,0.919326902,0.980016517,0.984265687,0.984952434,0.992231858,4.774889011,,,
354041023,41.80593885,0.860380922,0.98210576,0.98610028,0.985459893,0.991334893,4.713198431,,,
354061023,39.41254101,0.983577458,0.996697814,0.984313628,0.982344341,0.991362208,4.645098853,,,
354081023,38.15769434,0.911338777,0.982652883,0.98157998,0.982261052,0.99251649,4.653290916,,,
355001023,45.15516729,0.894509624,0.887649044,0.984351213,0.985171128,0.99194663,4.815840231,,,
355021023,43.94757959,0.967748465,0.978920492,0.982562857,0.983534596,0.992379389,4.763644487,,,
355041023,43.5476456,0.899929138,0.889593865,0.982920905,0.982576435,0.99181947,4.761458139,,,
355061023,36.18075418,0.971376779,0.984680096,0.962257383,0.96785464,0.989053234,4.580083925,,,
355081023,38.53467643,0.918645632,0.926165736,0.975935798,0.978944808,0.992089824,4.67669547,,,
321001023,43.67669637,0.910065611,0.963364925,0.984396604,0.983628575,0.992154108,4.779698042,,,
321021023,44.10227299,0.944238232,0.951473206,0.985652106,0.98386027,0.991482329,4.774407372,,,
321041023,43.18727546,0.913677893,0.950749131,0.984244186,0.983922394,0.992614827,4.780863434,,,
321061023,37.72172506,0.970953928,0.993920995,0.979098369,0.978991398,0.989173878,4.569125233,,,
321081023,38.59481865,0.95838756,0.982472689,0.981510974,0.98258535,0.992319347,4.684306004,,,
322001023,43.73204207,0.905926008,0.965410732,0.984827743,0.984463105,0.992977666,4.792973077,,,
322021023,44.64468376,0.957064192,0.955587051,0.985364112,0.98489774,0.992365742,4.79001041,,,
322041023,42.67666952,0.912158857,0.964947676,0.985074911,0.984186099,0.992135644,4.753900986,,,
322061023,39.26410261,0.984146377,0.997392831,0.981005082,0.980688513,0.991414461,4.635598894,,,
322081023,38.34089051,0.969755865,0.982223186,0.980839088,0.981944722,0.992619194,4.676602128,,,
