451001053,18.32374002,0.538579528,0.947188371,0.089386688,0.246786494,0.944865363,4.648221146,,18.01723504,0.523014254,0.929891477,0.102148237,0.263080451,0.945317282,4.905468773
451021053,18.29336525,0.535954806,0.944872831,0.093747762,0.253832662,0.946764806,4.65674979,,,,,,,,
451041053,18.12278655,0.514814929,0.932274563,0.082706317,0.238387056,0.944778862,4.678658867,,,,,,,,
451061053,17.9054386,0.51937489,0.944572629,0.085987615,0.241088706,0.945227793,4.691863469,,,,,,,,
451081053,19.28173531,0.559116356,0.93526122,0.114611077,0.280505226,0.948283589,4.69269466,,,,,,,,
452001053,18.67417,0.541338274,0.934902186,0.093687532,0.254105117,0.946543388,4.688114279,,,,,,,,
452021053,18.3722175,0.53511397,0.939673054,0.094185923,0.255482033,0.946329407,4.671715082,,,,,,,,
452041053,18.14634753,0.529015948,0.943162528,0.089529758,0.239963041,0.944665116,4.680888297,,,,,,,,
452061053,17.65165358,0.516889328,0.953200392,0.080806303,0.228134364,0.94581899,4.614106862,,,,,,,,
452081053,19.50689127,0.563547619,0.930569378,0.118256423,0.298069627,0.948669612,4.691157287,,,,,,,,
453001053,18.66724165,0.541447561,0.938396073,0.09254203,0.255393902,0.946451759,4.702507108,,,,,,,,
453021053,18.52035509,0.537931921,0.934190541,0.096137532,0.259921879,0.946508105,4.683737294,,,,,,,,
453041053,18.03596004,0.512128135,0.928718499,0.086979575,0.238408319,0.944896523,4.664997512,,,,,,,,
453061053,18.0297994,0.523252664,0.944579478,0.085410426,0.239086172,0.946767232,4.660880398,,,,,,,,
453081053,19.27237205,0.557363788,0.937628881,0.116254344,0.290267635,0.9489736,4.694527973,,,,,,,,
454001053,18.65771312,0.540535448,0.938657082,0.093136798,0.253523547,0.947359896,4.685234556,,,,,,,,
454021053,18.38638687,0.535059004,0.938789232,0.094016157,0.256108725,0.947470554,4.663055146,,,,,,,,
454041053,18.41136914,0.530362902,0.92673195,0.092351591,0.246772575,0.946967387,4.650704703,,,,,,,,
454061053,17.96331247,0.519037494,0.943307406,0.083571517,0.235093183,0.945853726,4.697142554,,,,,,,,
454081053,18.94963977,0.552910437,0.944960503,0.112348027,0.28422338,0.949430691,4.582071846,,,,,,,,
455001053,17.3780625,0.54765688,0.884855541,0.08228633,0.242968173,0.946639095,4.889423311,,,,,,,,
455021053,17.39837934,0.520581633,0.880017584,0.078977518,0.243745198,0.945854376,4.91635149,,,,,,,,
455041053,17.51489634,0.506456448,0.862051424,0.069414455,0.230982778,0.946642266,4.901622252,,,,,,,,
455061053,16.84409664,0.474167509,0.818491059,0.060794819,0.208685649,0.945758063,4.948802476,,,,,,,,
455081053,18.2076736,0.54154634,0.815144673,0.090852314,0.234807982,0.947932463,4.908168215,,,,,,,,
421001053,17.60986637,0.491045218,0.946261413,0.084837254,0.236818608,0.940874888,4.987742497,,,,,,,,
421021053,17.93718603,0.496302099,0.926231206,0.097561121,0.258325978,0.941930671,4.987168178,,,,,,,,
421041053,17.632256,0.481232705,0.917962779,0.074284625,0.231791997,0.94194039,4.989550097,,,,,,,,
421061053,17.26434062,0.46914332,0.946647459,0.089457226,0.228523002,0.939568414,4.988420136,,,,,,,,
421081053,18.72344927,0.519021979,0.936253813,0.117783863,0.282313962,0.94490097,4.990695562,,,,,,,,
422001053,17.88488552,0.499969335,0.932901699,0.088682974,0.244641324,0.941439777,4.989048458,,,,,,,,
422021053,17.36120452,0.472686154,0.953193671,0.089915418,0.239968577,0.941515883,4.987294673,,,,,,,,
422041053,17.59122321,0.491524369,0.923307628,0.089155769,0.242706909,0.941031969,4.988678542,,,,,,,,
422061053,16.97003721,0.453504834,0.959567995,0.085925417,0.221164136,0.937698227,4.989034329,,,,,,,,
