451001054,17.39542666,0.517328153,0.924520569,0.048388752,0.197767184,0.942035817,4.670020218,,17.22604722,0.509352941,0.912443611,0.062516589,0.214529392,0.942063229,4.929397452
451021054,17.43327665,0.516568441,0.922793834,0.051847094,0.203691231,0.942763357,4.68324226,,,,,,,,
451041054,17.38587737,0.496404543,0.910102411,0.047421659,0.193396441,0.941185826,4.700468085,,,,,,,,
451061054,17.11074503,0.500294356,0.920497335,0.050333706,0.196126049,0.94177837,4.728410698,,,,,,,,
451081054,18.38656304,0.542230903,0.923582969,0.072898968,0.230731858,0.944446855,4.721331432,,,,,,,,
452001054,17.79117618,0.522383755,0.913115169,0.051606108,0.204744948,0.944493379,4.708016644,,,,,,,,
452021054,17.52973511,0.516161578,0.917345203,0.05151279,0.205410653,0.943934583,4.699108504,,,,,,,,
452041054,17.30473685,0.508953144,0.919372558,0.050552968,0.192926568,0.941474895,4.708912602,,,,,,,,
452061054,16.80164504,0.494620487,0.927449257,0.044741981,0.181716892,0.94099626,4.636528478,,,,,,,,
452081054,18.61524677,0.545905635,0.914158376,0.075844,0.245824976,0.945895029,4.717466076,,,,,,,,
453001054,17.78226708,0.522453326,0.916119786,0.051430156,0.205883198,0.943176477,4.725719018,,,,,,,,
453021054,17.69446295,0.520281482,0.912153642,0.053852821,0.209542688,0.943689882,4.708326948,,,,,,,,
453041054,17.32354423,0.494522461,0.907895941,0.049993329,0.193644252,0.941048946,4.69333335,,,,,,,,
453061054,17.21622524,0.50312581,0.921651053,0.04789524,0.191003961,0.942245736,4.68841608,,,,,,,,
453081054,18.38464462,0.539367949,0.920207124,0.073854457,0.23908619,0.944090729,4.722925433,,,,,,,,
454001054,17.77205784,0.522708199,0.915465827,0.05129128,0.204159678,0.943543846,4.708414286,,,,,,,,
454021054,17.54486717,0.516377984,0.917350744,0.05170903,0.206434452,0.943722833,4.690958904,,,,,,,,
454041054,17.63726839,0.513512282,0.90557777,0.052445151,0.200634823,0.943694886,4.671216681,,,,,,,,
454061054,17.15067708,0.498997965,0.920285809,0.048015935,0.189792997,0.942091519,4.727121252,,,,,,,,
454081054,18.03901686,0.532358001,0.929337285,0.071110396,0.233903914,0.945081145,4.608128141,,,,,,,,
455001054,16.69517353,0.538961849,0.866935581,0.03678936,0.178963882,0.94251292,4.958458484,,,,,,,,
455021054,16.73587094,0.51233025,0.866798921,0.037728672,0.184235382,0.943586645,4.969860352,,,,,,,,
455041054,16.8729105,0.498348072,0.85577374,0.032573062,0.172362621,0.942976149,4.962314378,,,,,,,,
455061054,16.14913123,0.438391501,0.751704763,0.023535261,0.145581212,0.941602896,4.983879651,,,,,,,,
455081054,17.50194807,0.527180413,0.790439794,0.042241672,0.170858469,0.942706487,4.958877866,,,,,,,,
421001054,16.95042139,0.474165377,0.92654054,0.053759963,0.194087658,0.938640992,4.996758091,,,,,,,,
421021054,17.33101075,0.480948777,0.914648731,0.06040133,0.212617479,0.941371562,4.996471515,,,,,,,,
421041054,17.10660843,0.468881204,0.904266021,0.045999203,0.192843087,0.939622632,4.99730833,,,,,,,,
